team_code,first_name,last_name,email,username,password,ip,vpn_servers,online
PRT2,firstName,lastname,testing@email.com,PRT2,thisisyourpass,192.168.0.18,pop1:pop2,1
PRT3,firstName,lastname,testing@email.com,PRT3,thisisyourpass,192.168.0.19,pop1:pop2,1
PRT4,firstName,lastname,testing@email.com,PRT4,thisisyourpass,192.168.0.20,pop1:pop2,1
PSE1,firstName,lastname,testing@email.com,PSE1,thisisyourpass,192.168.0.21,pop1:pop2,1
PSE2,firstName,lastname,testing@email.com,PSE2,thisisyourpass,192.168.0.22,pop1:pop2,0
PSE3,firstName,lastname,testing@email.com,PSE3,thisisyourpass,192.168.0.23,pop1:pop2,0
PSE4,firstName,lastname,testing@email.com,PSE4,thisisyourpass,192.168.0.24,pop1:pop2,0
ROU1,firstName,lastname,testing@email.com,ROU1,thisisyourpass,192.168.0.25,pop1:pop2,0
ROU2,firstName,lastname,testing@email.com,ROU2,thisisyourpass,192.168.0.26,pop1:pop2,0
ROU3,firstName,lastname,testing@email.com,ROU3,thisisyourpass,192.168.0.27,pop1:pop2,0
ROU4,firstName,lastname,testing@email.com,ROU4,thisisyourpass,192.168.0.28,pop1:pop2,1
RUS1,firstName,lastname,testing@email.com,RUS1,thisisyourpass,192.168.0.29,pop1:pop2,0
RUS2,firstName,lastname,testing@email.com,RUS2,thisisyourpass,192.168.0.30,pop1:pop2,0
RUS3,firstName,lastname,testing@email.com,RUS3,thisisyourpass,192.168.0.31,pop1:pop2,1
RUS4,firstName,lastname,testing@email.com,RUS4,thisisyourpass,192.168.0.32,pop1:pop2,1
RWA1,firstName,lastname,testing@email.com,RWA1,thisisyourpass,192.168.0.33,pop1:pop2,0
SAU1,firstName,lastname,testing@email.com,SAU1,thisisyourpass,192.168.0.34,pop1:pop2,0
SAU2,firstName,lastname,testing@email.com,SAU2,thisisyourpass,192.168.0.35,pop1:pop2,1
SAU3,firstName,lastname,testing@email.com,SAU3,thisisyourpass,192.168.0.36,pop1:pop2,1
SAU4,firstName,lastname,testing@email.com,SAU4,thisisyourpass,192.168.0.37,pop1:pop2,1
SGP1,firstName,lastname,testing@email.com,SGP1,thisisyourpass,192.168.0.38,pop1:pop2,0
SGP2,firstName,lastname,testing@email.com,SGP2,thisisyourpass,192.168.0.39,pop1:pop2,0
SGP3,firstName,lastname,testing@email.com,SGP3,thisisyourpass,192.168.0.40,pop1:pop2,0
SGP4,firstName,lastname,testing@email.com,SGP4,thisisyourpass,192.168.0.41,pop1:pop2,0
SLV1,firstName,lastname,testing@email.com,SLV1,thisisyourpass,192.168.0.42,pop1:pop2,0
SLV2,firstName,lastname,testing@email.com,SLV2,thisisyourpass,192.168.0.43,pop1:pop2,0
SLV3,firstName,lastname,testing@email.com,SLV3,thisisyourpass,192.168.0.44,pop1:pop2,1
SRB1,firstName,lastname,testing@email.com,SRB1,thisisyourpass,192.168.0.45,pop1:pop2,1
SRB2,firstName,lastname,testing@email.com,SRB2,thisisyourpass,192.168.0.46,pop1:pop2,1
SRB3,firstName,lastname,testing@email.com,SRB3,thisisyourpass,192.168.0.47,pop1:pop2,1
SRB4,firstName,lastname,testing@email.com,SRB4,thisisyourpass,192.168.0.48,pop1:pop2,1
SVK1,firstName,lastname,testing@email.com,SVK1,thisisyourpass,192.168.0.49,pop1:pop2,0
SVK2,firstName,lastname,testing@email.com,SVK2,thisisyourpass,192.168.0.50,pop1:pop2,0
SVK3,firstName,lastname,testing@email.com,SVK3,thisisyourpass,192.168.0.51,pop1:pop2,1
SVK4,firstName,lastname,testing@email.com,SVK4,thisisyourpass,192.168.0.52,pop1:pop2,0
SVN1,firstName,lastname,testing@email.com,SVN1,thisisyourpass,192.168.0.53,pop1:pop2,1
SVN2,firstName,lastname,testing@email.com,SVN2,thisisyourpass,192.168.0.54,pop1:pop2,0
SVN3,firstName,lastname,testing@email.com,SVN3,thisisyourpass,192.168.0.55,pop1:pop2,1
SVN4,firstName,lastname,testing@email.com,SVN4,thisisyourpass,192.168.0.56,pop1:pop2,1
SWE1,firstName,lastname,testing@email.com,SWE1,thisisyourpass,192.168.0.57,pop1:pop2,0
SWE2,firstName,lastname,testing@email.com,SWE2,thisisyourpass,192.168.0.58,pop1:pop2,1
SWE3,firstName,lastname,testing@email.com,SWE3,thisisyourpass,192.168.0.59,pop1:pop2,0
SWE4,firstName,lastname,testing@email.com,SWE4,thisisyourpass,192.168.0.60,pop1:pop2,0
SYR1,firstName,lastname,testing@email.com,SYR1,thisisyourpass,192.168.0.61,pop1:pop2,1
SYR2,firstName,lastname,testing@email.com,SYR2,thisisyourpass,192.168.0.62,pop1:pop2,1
SYR3,firstName,lastname,testing@email.com,SYR3,thisisyourpass,192.168.0.63,pop1:pop2,1
SYR4,firstName,lastname,testing@email.com,SYR4,thisisyourpass,192.168.0.64,pop1:pop2,0
THA1,firstName,lastname,testing@email.com,THA1,thisisyourpass,192.168.0.65,pop1:pop2,1
THA2,firstName,lastname,testing@email.com,THA2,thisisyourpass,192.168.0.66,pop1:pop2,0
THA3,firstName,lastname,testing@email.com,THA3,thisisyourpass,192.168.0.67,pop1:pop2,1
THA4,firstName,lastname,testing@email.com,THA4,thisisyourpass,192.168.0.68,pop1:pop2,1
TJK1,firstName,lastname,testing@email.com,TJK1,thisisyourpass,192.168.0.69,pop1:pop2,0
TJK2,firstName,lastname,testing@email.com,TJK2,thisisyourpass,192.168.0.70,pop1:pop2,1
TJK3,firstName,lastname,testing@email.com,TJK3,thisisyourpass,192.168.0.71,pop1:pop2,1
TJK4,firstName,lastname,testing@email.com,TJK4,thisisyourpass,192.168.0.72,pop1:pop2,1
TKM1,firstName,lastname,testing@email.com,TKM1,thisisyourpass,192.168.0.73,pop1:pop2,0
TKM2,firstName,lastname,testing@email.com,TKM2,thisisyourpass,192.168.0.74,pop1:pop2,0
TKM3,firstName,lastname,testing@email.com,TKM3,thisisyourpass,192.168.0.75,pop1:pop2,1
TKM4,firstName,lastname,testing@email.com,TKM4,thisisyourpass,192.168.0.76,pop1:pop2,0
TUN1,firstName,lastname,testing@email.com,TUN1,thisisyourpass,192.168.0.77,pop1:pop2,0
TUN2,firstName,lastname,testing@email.com,TUN2,thisisyourpass,192.168.0.78,pop1:pop2,0
TUN3,firstName,lastname,testing@email.com,TUN3,thisisyourpass,192.168.0.79,pop1:pop2,1
TUN4,firstName,lastname,testing@email.com,TUN4,thisisyourpass,192.168.0.80,pop1:pop2,1
TUR1,firstName,lastname,testing@email.com,TUR1,thisisyourpass,192.168.0.81,pop1:pop2,0
TUR2,firstName,lastname,testing@email.com,TUR2,thisisyourpass,192.168.0.82,pop1:pop2,1
TUR3,firstName,lastname,testing@email.com,TUR3,thisisyourpass,192.168.0.83,pop1:pop2,1
TUR4,firstName,lastname,testing@email.com,TUR4,thisisyourpass,192.168.0.84,pop1:pop2,0
TWN1,firstName,lastname,testing@email.com,TWN1,thisisyourpass,192.168.0.85,pop1:pop2,0
TWN2,firstName,lastname,testing@email.com,TWN2,thisisyourpass,192.168.0.86,pop1:pop2,1
TWN3,firstName,lastname,testing@email.com,TWN3,thisisyourpass,192.168.0.87,pop1:pop2,1
TWN4,firstName,lastname,testing@email.com,TWN4,thisisyourpass,192.168.0.88,pop1:pop2,0
UKR1,firstName,lastname,testing@email.com,UKR1,thisisyourpass,192.168.0.89,pop1:pop2,1
UKR2,firstName,lastname,testing@email.com,UKR2,thisisyourpass,192.168.0.90,pop1:pop2,0
UKR3,firstName,lastname,testing@email.com,UKR3,thisisyourpass,192.168.0.91,pop1:pop2,1
UKR4,firstName,lastname,testing@email.com,UKR4,thisisyourpass,192.168.0.92,pop1:pop2,1
USA1,firstName,lastname,testing@email.com,USA1,thisisyourpass,192.168.0.93,pop1:pop2,0
USA2,firstName,lastname,testing@email.com,USA2,thisisyourpass,192.168.0.94,pop1:pop2,0
USA3,firstName,lastname,testing@email.com,USA3,thisisyourpass,192.168.0.95,pop1:pop2,0
USA4,firstName,lastname,testing@email.com,USA4,thisisyourpass,192.168.0.96,pop1:pop2,0
UZB1,firstName,lastname,testing@email.com,UZB1,thisisyourpass,192.168.0.97,pop1:pop2,0
UZB2,firstName,lastname,testing@email.com,UZB2,thisisyourpass,192.168.0.98,pop1:pop2,0
UZB3,firstName,lastname,testing@email.com,UZB3,thisisyourpass,192.168.0.99,pop1:pop2,1
UZB4,firstName,lastname,testing@email.com,UZB4,thisisyourpass,192.168.0.100,pop1:pop2,0
VNM1,firstName,lastname,testing@email.com,VNM1,thisisyourpass,192.168.0.101,pop1:pop2,0
VNM2,firstName,lastname,testing@email.com,VNM2,thisisyourpass,192.168.0.102,pop1:pop2,1
VNM3,firstName,lastname,testing@email.com,VNM3,thisisyourpass,192.168.0.103,pop1:pop2,0
VNM4,firstName,lastname,testing@email.com,VNM4,thisisyourpass,192.168.0.104,pop1:pop2,1
ZAF1,firstName,lastname,testing@email.com,ZAF1,thisisyourpass,192.168.0.105,pop1:pop2,0
ZAF2,firstName,lastname,testing@email.com,ZAF2,thisisyourpass,192.168.0.106,pop1:pop2,0
ZAF3,firstName,lastname,testing@email.com,ZAF3,thisisyourpass,192.168.0.107,pop1:pop2,1
ZAF4,firstName,lastname,testing@email.com,ZAF4,thisisyourpass,192.168.0.108,pop1:pop2,1
